city,Iter,drones,slots,lp_var,lp_cons,lp_obj,lp_time,nlp_var,nlp_cons,nlp_obj,nlp_time
SB,1,2,7,2620,5006,139.74,19.656,380,104,139.74,41.965
SB,2,2,7,2620,5006,119.59,24.929,380,104,119.59,29.477
