city,Iter,drones,slots,lp_var,lp_cons,lp_obj,lp_time,nlp_var,nlp_cons,nlp_obj,nlp_time,hx_obj,hx_time,i_max,seed
RS,1,2,6,1934,3649,214.07,60.338,302,89,214.07,311.127,214.06885999959923,300,"[570.0, 390.0, 570.0, 570.0]",662699249875598721
RS,2,2,6,1934,3649,185.36,309.708,302,89,185.36,309.22,185.35845077644967,300,"[570.0, 390.0, 930.0, 210.0]",3775672717962930400
RS,3,2,6,1934,3649,285.04,313.178,302,89,285.04,309.475,305.97994012769664,300,"[210.0, 30.0, 210.0, 390.0]",9194873381584933477
RS,4,2,6,1934,3649,485.36,307.121,302,89,485.36,307.221,485.3599400190417,300,"[210.0, 210.0, 210.0, 30.0]",2697471308014842299
RS,5,2,6,1934,3649,189.1,281.469,302,89,189.1,131.424,189.09814001079303,300,"[930.0, 210.0, 210.0, 1110.0]",1435723320520951464
RS,6,2,6,1934,3649,122.44,195.18,302,89,122.44,46.6,122.4388600769721,300,"[210.0, 930.0, 570.0, 390.0]",7839955635291127674
RS,7,2,6,1934,3649,112.53,23.083,302,89,112.53,80.36,112.52778001096112,300,"[210.0, 390.0, 930.0, 1110.0]",3746260617285823289
RS,8,2,6,1934,3649,442.42,306.471,302,89,442.42,313.514,449.2388230259596,300,"[390.0, 210.0, 30.0, 570.0]",3045216437306027655
RS,9,2,6,1934,3649,215.96,306.928,302,89,215.96,305.591,247.67922006651833,300,"[390.0, 30.0, 390.0, 750.0]",2578858811091682699
RS,10,2,6,1934,3649,112.88,306.688,302,89,112.88,307.142,112.87922000044409,300,"[930.0, 390.0, 390.0, 30.0]",860908545125708765
RS,1,3,5,2417,4429,0.0,2.55,377,106,0.0,3.64,0.0,11,"[390.0, 570.0, 30.0, 210.0]",4842525146824926796
RS,2,3,5,2417,4429,0.0,2.543,377,106,0.0,5.094,0.0,5,"[570.0, 210.0, 570.0, 570.0]",5168472792120211902
RS,3,3,5,2417,4429,7.12,17.486,377,106,7.12,307.117,7.118860019170427,300,"[570.0, 30.0, 390.0, 390.0]",345186020982983985
RS,4,3,5,2417,4429,0.0,2.447,377,106,0.0,4.905,0.0,28,"[570.0, 210.0, 750.0, 30.0]",4623577780420118680
RS,5,3,5,2417,4429,122.44,318.767,377,106,122.44,306.831,122.43994001617374,300,"[570.0, 390.0, 30.0, 30.0]",4404862893385567512
RS,6,3,5,2417,4429,58.04,199.072,377,106,58.04,304.874,58.03772163647591,300,"[570.0, 30.0, 210.0, 930.0]",4694049784176296113
RS,7,3,5,2417,4429,8.12,308.398,377,106,8.12,313.012,8.119220007472109,300,"[390.0, 30.0, 930.0, 930.0]",8736080262784978702
